order_id,product,quantity,unit_price,region,sales_rep,order_date,customer_id,total_amount
ORD-000001,Phone,9,458.27,South,Alice Johnson,2024-12-10,CUST-3772,4124.43
ORD-000002,Monitor,1,187.57,East,Diana Lee,2024-12-10,CUST-3508,187.57
ORD-000003,Camera,1,294.49,East,Diana Lee,2025-05-19,CUST-8638,294.49
ORD-000004,Headphones,4,319.81,Central,Grace Taylor,2024-08-27,CUST-3307,1279.24
ORD-000005,Phone,9,16.42,Central,Henry Davis,2025-03-14,CUST-8524,147.78000000000003
ORD-000006,Speakers,6,335.13,North,Alice Johnson,2024-08-23,CUST-2769,2010.78
ORD-000007,Keyboard,3,97.24,West,Eva Martinez,2024-10-31,CUST-9178,291.71999999999997
ORD-000008,Phone,1,480.92,North,Grace Taylor,2024-06-22,CUST-3847,480.92
ORD-000009,Camera,4,82.84,Central,Diana Lee,2025-03-21,CUST-1857,331.36
ORD-000010,Headphones,9,213.17,South,Diana Lee,2025-04-12,CUST-8807,1918.53
ORD-000011,Monitor,3,51.82,Central,Eva Martinez,2025-01-10,CUST-5637,155.46
ORD-000012,Camera,9,498.47,West,Diana Lee,2025-05-15,CUST-3433,4486.2300000000005
ORD-000013,Camera,7,256.08,Central,Diana Lee,2024-12-02,CUST-2199,1792.56
ORD-000014,Keyboard,4,301.74,West,Diana Lee,2024-08-21,CUST-8628,1206.96
ORD-000015,Tablet,3,42.87,West,Frank Wilson,2024-11-04,CUST-2664,128.60999999999999
ORD-000016,Headphones,5,377.48,West,Grace Taylor,2025-05-14,CUST-2342,1887.4
ORD-000017,Mouse,5,112.85,West,Bob Smith,2025-04-13,CUST-6045,564.25
ORD-000018,Camera,3,450.05,West,Grace Taylor,2025-04-14,CUST-9145,1350.15
ORD-000019,Tablet,9,110.52,South,Eva Martinez,2024-12-11,CUST-9151,994.68
ORD-000020,Mouse,4,103.44,North,Diana Lee,2025-03-24,CUST-5599,413.76
ORD-000021,Headphones,5,27.91,East,Grace Taylor,2024-11-06,CUST-9208,139.55
ORD-000022,Laptop,4,241.31,North,Frank Wilson,2024-10-15,CUST-2889,965.24
ORD-000023,Speakers,5,286.77,West,Henry Davis,2024-06-17,CUST-5543,1433.85
ORD-000024,Tablet,7,42.2,South,Eva Martinez,2024-10-31,CUST-7968,295.40000000000003
ORD-000025,Printer,9,390.01,Central,Charlie Brown,2024-10-25,CUST-9933,3510.09
ORD-000026,Laptop,7,232.11,South,Grace Taylor,2024-11-14,CUST-1148,1624.77
ORD-000027,Speakers,5,266.95,West,Charlie Brown,2025-01-02,CUST-9572,1334.75
ORD-000028,Keyboard,7,225.97,South,Diana Lee,2024-11-21,CUST-8142,1581.79
ORD-000029,Phone,5,206.37,South,Frank Wilson,2024-10-14,CUST-3800,1031.85
ORD-000030,Monitor,3,284.22,West,Frank Wilson,2025-05-26,CUST-1466,852.6600000000001
ORD-000031,Printer,7,86.07,South,Grace Taylor,2025-02-03,CUST-3322,602.49
ORD-000032,Keyboard,2,99.14,East,Eva Martinez,2025-01-27,CUST-4344,198.28
ORD-000033,Headphones,9,432.27,East,Eva Martinez,2024-09-08,CUST-4587,3890.43
ORD-000034,Keyboard,1,473.6,South,Frank Wilson,2025-02-09,CUST-5852,473.6
ORD-000035,Phone,6,192.92,Central,Eva Martinez,2025-05-13,CUST-3535,1157.52
ORD-000036,Headphones,7,142.66,West,Frank Wilson,2024-07-02,CUST-8403,998.62
ORD-000037,Printer,8,325.56,East,Grace Taylor,2025-02-04,CUST-2136,2604.48
ORD-000038,Phone,9,210.28,Central,Bob Smith,2025-06-09,CUST-3500,1892.52
ORD-000039,Mouse,2,22.44,South,Frank Wilson,2025-02-04,CUST-6625,44.88
ORD-000040,Monitor,2,86.51,Central,Charlie Brown,2025-02-27,CUST-5496,173.02
ORD-000041,Printer,5,360.83,North,Eva Martinez,2024-11-30,CUST-2557,1804.1499999999999
ORD-000042,Mouse,5,332.87,East,Frank Wilson,2024-10-24,CUST-5345,1664.35
ORD-000043,Speakers,6,23.28,South,Frank Wilson,2024-06-13,CUST-1178,139.68
ORD-000044,Printer,3,118.77,West,Grace Taylor,2024-12-04,CUST-6060,356.31
ORD-000045,Speakers,8,123.23,South,Eva Martinez,2024-10-28,CUST-3403,985.84
ORD-000046,Headphones,1,339.23,West,Bob Smith,2024-12-14,CUST-9800,339.23
ORD-000047,Mouse,6,19.66,South,Grace Taylor,2024-11-12,CUST-6498,117.96000000000001
ORD-000048,Monitor,4,61.01,Central,Bob Smith,2024-06-27,CUST-6307,244.04
