order_id,product,quantity,unit_price,region,sales_rep,order_date,customer_id,total_amount
ORD-000001,Phone,9,458.27,South,Alice Johnson,2025-02-07,CUST-9979,4124.43
ORD-000002,Monitor,1,187.57,East,Diana Lee,2024-07-30,CUST-8850,187.57
ORD-000003,Camera,1,294.49,East,Diana Lee,2024-06-25,CUST-9916,294.49
ORD-000004,Headphones,4,319.81,Central,Grace Taylor,2024-11-30,CUST-1451,1279.24
ORD-000005,Phone,9,16.42,Central,Henry Davis,2025-02-26,CUST-3417,147.78000000000003
ORD-000006,Speakers,6,335.13,North,Alice Johnson,2025-02-18,CUST-7243,2010.78
ORD-000007,Keyboard,3,97.24,West,Eva Martinez,2024-09-18,CUST-9617,291.71999999999997
ORD-000008,Phone,1,480.92,North,Grace Taylor,2025-05-29,CUST-6530,480.92
ORD-000009,Camera,4,82.84,Central,Diana Lee,2024-11-28,CUST-2714,331.36
ORD-000010,Headphones,9,213.17,South,Diana Lee,2024-09-23,CUST-3751,1918.53
ORD-000011,Monitor,3,51.82,Central,Eva Martinez,2025-04-22,CUST-2518,155.46
ORD-000012,Camera,9,498.47,West,Diana Lee,2024-07-09,CUST-9528,4486.2300000000005
ORD-000013,Camera,7,256.08,Central,Diana Lee,2024-07-21,CUST-4842,1792.56
ORD-000014,Keyboard,4,301.74,West,Diana Lee,2024-12-29,CUST-8196,1206.96
ORD-000015,Tablet,3,42.87,West,Frank Wilson,2025-02-02,CUST-1590,128.60999999999999
ORD-000016,Headphones,5,377.48,West,Grace Taylor,2024-12-31,CUST-8319,1887.4
ORD-000017,Mouse,5,112.85,West,Bob Smith,2025-05-03,CUST-9905,564.25
ORD-000018,Camera,3,450.05,West,Grace Taylor,2025-04-23,CUST-7964,1350.15
ORD-000019,Tablet,9,110.52,South,Eva Martinez,2025-06-05,CUST-1305,994.68
ORD-000020,Mouse,4,103.44,North,Diana Lee,2024-11-14,CUST-5423,413.76
ORD-000021,Headphones,5,27.91,East,Grace Taylor,2024-06-28,CUST-7818,139.55
ORD-000022,Laptop,4,241.31,North,Frank Wilson,2024-12-25,CUST-5388,965.24
ORD-000023,Speakers,5,286.77,West,Henry Davis,2024-07-12,CUST-2334,1433.85
ORD-000024,Tablet,7,42.2,South,Eva Martinez,2024-08-10,CUST-1666,295.40000000000003
ORD-000025,Printer,9,390.01,Central,Charlie Brown,2024-11-17,CUST-1839,3510.09
ORD-000026,Laptop,7,232.11,South,Grace Taylor,2024-09-06,CUST-1089,1624.77
ORD-000027,Speakers,5,266.95,West,Charlie Brown,2025-03-07,CUST-2772,1334.75
ORD-000028,Keyboard,7,225.97,South,Diana Lee,2024-09-12,CUST-6273,1581.79
ORD-000029,Phone,5,206.37,South,Frank Wilson,2024-09-11,CUST-4441,1031.85
ORD-000030,Monitor,3,284.22,West,Frank Wilson,2024-11-16,CUST-9210,852.6600000000001
ORD-000031,Printer,7,86.07,South,Grace Taylor,2024-07-22,CUST-3651,602.49
ORD-000032,Keyboard,2,99.14,East,Eva Martinez,2024-10-18,CUST-2466,198.28
ORD-000033,Headphones,9,432.27,East,Eva Martinez,2024-08-13,CUST-7704,3890.43
ORD-000034,Keyboard,1,473.6,South,Frank Wilson,2024-09-06,CUST-8595,473.6
ORD-000035,Phone,6,192.92,Central,Eva Martinez,2024-07-24,CUST-1318,1157.52
ORD-000036,Headphones,7,142.66,West,Frank Wilson,2025-03-06,CUST-6913,998.62
ORD-000037,Printer,8,325.56,East,Grace Taylor,2024-11-04,CUST-7461,2604.48
ORD-000038,Phone,9,210.28,Central,Bob Smith,2025-05-31,CUST-3777,1892.52
ORD-000039,Mouse,2,22.44,South,Frank Wilson,2025-03-01,CUST-3637,44.88
ORD-000040,Monitor,2,86.51,Central,Charlie Brown,2025-03-28,CUST-6440,173.02
ORD-000041,Printer,5,360.83,North,Eva Martinez,2024-12-11,CUST-2905,1804.1499999999999
ORD-000042,Mouse,5,332.87,East,Frank Wilson,2024-12-20,CUST-5644,1664.35
ORD-000043,Speakers,6,23.28,South,Frank Wilson,2024-08-07,CUST-7825,139.68
ORD-000044,Printer,3,118.77,West,Grace Taylor,2024-10-29,CUST-6630,356.31
ORD-000045,Speakers,8,123.23,South,Eva Martinez,2025-04-20,CUST-4177,985.84
ORD-000046,Headphones,1,339.23,West,Bob Smith,2024-08-02,CUST-3524,339.23
ORD-000047,Mouse,6,19.66,South,Grace Taylor,2024-10-14,CUST-4166,117.96000000000001
ORD-000048,Monitor,4,61.01,Central,Bob Smith,2025-01-06,CUST-1449,244.04
ORD-000049,Phone,1,401.96,Central,Henry Davis,2025-01-06,CUST-9004,401.96
ORD-000050,Camera,7,97.49,Central,Grace Taylor,2024-10-05,CUST-2502,682.43
ORD-000051,Keyboard,9,329.85,North,Eva Martinez,2024-10-29,CUST-7629,2968.65
ORD-000052,Laptop,4,126.71,West,Alice Johnson,2024-10-30,CUST-6591,506.84
ORD-000053,Monitor,4,58.73,Central,Eva Martinez,2025-03-20,CUST-9221,234.92
ORD-000054,Mouse,6,129.15,North,Eva Martinez,2024-12-21,CUST-5230,774.9000000000001
ORD-000055,Camera,3,363.91,West,Bob Smith,2024-10-30,CUST-7059,1091.73
ORD-000056,Monitor,6,429.29,South,Bob Smith,2024-07-28,CUST-2959,2575.7400000000002
ORD-000057,Mouse,7,416.81,North,Eva Martinez,2025-06-05,CUST-7385,2917.67
ORD-000058,Tablet,3,204.62,East,Eva Martinez,2025-01-23,CUST-4978,613.86
ORD-000059,Tablet,7,337.36,North,Eva Martinez,2025-03-14,CUST-1420,2361.52
ORD-000060,Speakers,3,110.44,North,Bob Smith,2025-05-15,CUST-9648,331.32
ORD-000061,Monitor,2,153.64,West,Eva Martinez,2024-11-05,CUST-3678,307.28
ORD-000062,Tablet,4,449.2,South,Eva Martinez,2025-06-01,CUST-1610,1796.8
ORD-000063,Mouse,8,16.37,East,Henry Davis,2025-05-29,CUST-5123,130.96
ORD-000064,Speakers,9,51.9,Central,Diana Lee,2025-01-22,CUST-6433,467.09999999999997
ORD-000065,Mouse,7,111.86,Central,Alice Johnson,2025-02-16,CUST-9069,783.02
ORD-000066,Speakers,1,23.0,North,Charlie Brown,2025-02-16,CUST-1987,23.0
ORD-000067,Monitor,3,98.9,West,Alice Johnson,2024-08-28,CUST-7196,296.70000000000005
ORD-000068,Camera,9,295.69,West,Diana Lee,2025-03-01,CUST-4694,2661.21
ORD-000069,Phone,1,216.5,Central,Charlie Brown,2025-03-26,CUST-1306,216.5
ORD-000070,Printer,9,447.41,East,Grace Taylor,2025-04-11,CUST-3918,4026.69
ORD-000071,Camera,8,410.55,South,Eva Martinez,2025-04-15,CUST-1457,3284.4
ORD-000072,Headphones,1,177.49,East,Diana Lee,2025-01-19,CUST-6077,177.49
ORD-000073,Mouse,6,137.12,South,Henry Davis,2024-12-15,CUST-1677,822.72
ORD-000074,Headphones,5,196.05,Central,Grace Taylor,2024-09-23,CUST-8683,980.25
ORD-000075,Camera,6,299.24,South,Eva Martinez,2024-10-22,CUST-7082,1795.44
ORD-000076,Speakers,5,141.35,West,Bob Smith,2025-04-28,CUST-9653,706.75
ORD-000077,Printer,6,315.83,North,Frank Wilson,2025-02-08,CUST-5412,1894.98
ORD-000078,Printer,5,210.61,North,Diana Lee,2025-01-25,CUST-8026,1053.0500000000002
ORD-000079,Laptop,5,280.5,Central,Bob Smith,2024-11-10,CUST-9005,1402.5
ORD-000080,Printer,4,223.7,West,Diana Lee,2024-09-11,CUST-5074,894.8
ORD-000081,Phone,3,154.29,East,Henry Davis,2024-06-11,CUST-3248,462.87
ORD-000082,Printer,3,474.74,West,Diana Lee,2024-09-12,CUST-9894,1424.22
ORD-000083,Camera,4,384.17,North,Bob Smith,2024-10-31,CUST-2223,1536.68
ORD-000084,Laptop,9,78.66,North,Henry Davis,2025-05-06,CUST-3057,707.9399999999999
ORD-000085,Camera,2,435.55,West,Charlie Brown,2024-11-27,CUST-2567,871.1
ORD-000086,Camera,9,248.84,West,Alice Johnson,2025-01-14,CUST-7944,2239.56
ORD-000087,Keyboard,1,448.33,North,Eva Martinez,2024-10-14,CUST-9422,448.33
ORD-000088,Laptop,1,401.93,East,Diana Lee,2025-03-26,CUST-6295,401.93
ORD-000089,Camera,5,218.35,Central,Eva Martinez,2025-05-02,CUST-6669,1091.75
ORD-000090,Keyboard,6,21.01,Central,Frank Wilson,2025-05-14,CUST-9080,126.06
ORD-000091,Keyboard,6,141.65,West,Bob Smith,2025-04-22,CUST-6020,849.9000000000001
ORD-000092,Laptop,3,275.4,Central,Eva Martinez,2024-08-30,CUST-4702,826.1999999999999
ORD-000093,Headphones,7,320.4,North,Bob Smith,2024-06-11,CUST-9493,2242.7999999999997
ORD-000094,Speakers,9,136.36,North,Eva Martinez,2024-12-07,CUST-7940,1227.2400000000002
ORD-000095,Phone,8,78.28,West,Alice Johnson,2024-08-26,CUST-6693,626.24
ORD-000096,Speakers,6,419.12,West,Alice Johnson,2024-11-05,CUST-4566,2514.7200000000003
ORD-000097,Printer,8,492.36,West,Henry Davis,2025-02-23,CUST-1598,3938.88
ORD-000098,Phone,5,267.59,East,Alice Johnson,2024-09-12,CUST-7544,1337.9499999999998
ORD-000099,Printer,8,94.12,Central,Henry Davis,2024-12-06,CUST-8855,752.96
ORD-000100,Camera,4,143.43,West,Alice Johnson,2024-08-25,CUST-8683,573.72
ORD-000101,Mouse,8,19.01,South,Alice Johnson,2025-02-28,CUST-8766,152.08
