order_id,product,quantity,unit_price,region,sales_rep,order_date,customer_id,total_amount
ORD-000001,Phone,9,458.27,South,Alice Johnson,2024-07-27,CUST-8532,4124.43
ORD-000002,Monitor,1,187.57,East,Diana Lee,2024-09-05,CUST-4970,187.57
ORD-000003,Camera,1,294.49,East,Diana Lee,2025-03-23,CUST-4891,294.49
ORD-000004,Headphones,4,319.81,Central,Grace Taylor,2025-01-22,CUST-5881,1279.24
ORD-000005,Phone,9,16.42,Central,Henry Davis,2025-05-31,CUST-5433,147.78000000000003
ORD-000006,Speakers,6,335.13,North,Alice Johnson,2024-10-24,CUST-3261,2010.78
ORD-000007,Keyboard,3,97.24,West,Eva Martinez,2024-10-29,CUST-4336,291.71999999999997
ORD-000008,Phone,1,480.92,North,Grace Taylor,2025-03-22,CUST-2344,480.92
ORD-000009,Camera,4,82.84,Central,Diana Lee,2024-06-18,CUST-2674,331.36
ORD-000010,Headphones,9,213.17,South,Diana Lee,2024-08-07,CUST-1425,1918.53
ORD-000011,Monitor,3,51.82,Central,Eva Martinez,2025-03-23,CUST-7016,155.46
ORD-000012,Camera,9,498.47,West,Diana Lee,2024-08-17,CUST-7866,4486.2300000000005
ORD-000013,Camera,7,256.08,Central,Diana Lee,2024-12-20,CUST-6014,1792.56
ORD-000014,Keyboard,4,301.74,West,Diana Lee,2025-05-04,CUST-4143,1206.96
ORD-000015,Tablet,3,42.87,West,Frank Wilson,2024-12-03,CUST-4084,128.60999999999999
ORD-000016,Headphones,5,377.48,West,Grace Taylor,2024-09-14,CUST-6312,1887.4
ORD-000017,Mouse,5,112.85,West,Bob Smith,2025-02-02,CUST-5137,564.25
ORD-000018,Camera,3,450.05,West,Grace Taylor,2025-04-29,CUST-9233,1350.15
ORD-000019,Tablet,9,110.52,South,Eva Martinez,2025-03-23,CUST-5257,994.68
ORD-000020,Mouse,4,103.44,North,Diana Lee,2025-04-01,CUST-2187,413.76
ORD-000021,Headphones,5,27.91,East,Grace Taylor,2024-11-02,CUST-4639,139.55
ORD-000022,Laptop,4,241.31,North,Frank Wilson,2024-08-24,CUST-4253,965.24
ORD-000023,Speakers,5,286.77,West,Henry Davis,2024-09-16,CUST-6968,1433.85
ORD-000024,Tablet,7,42.2,South,Eva Martinez,2024-07-14,CUST-1429,295.40000000000003
ORD-000025,Printer,9,390.01,Central,Charlie Brown,2025-03-04,CUST-4825,3510.09
ORD-000026,Laptop,7,232.11,South,Grace Taylor,2024-09-02,CUST-2441,1624.77
ORD-000027,Speakers,5,266.95,West,Charlie Brown,2024-10-29,CUST-1877,1334.75
ORD-000028,Keyboard,7,225.97,South,Diana Lee,2025-02-25,CUST-8208,1581.79
ORD-000029,Phone,5,206.37,South,Frank Wilson,2025-03-18,CUST-2034,1031.85
ORD-000030,Monitor,3,284.22,West,Frank Wilson,2024-08-12,CUST-8776,852.6600000000001
ORD-000031,Printer,7,86.07,South,Grace Taylor,2024-10-09,CUST-4951,602.49
ORD-000032,Keyboard,2,99.14,East,Eva Martinez,2024-08-12,CUST-9621,198.28
ORD-000033,Headphones,9,432.27,East,Eva Martinez,2025-02-18,CUST-2398,3890.43
ORD-000034,Keyboard,1,473.6,South,Frank Wilson,2025-04-29,CUST-2548,473.6
ORD-000035,Phone,6,192.92,Central,Eva Martinez,2025-01-30,CUST-1340,1157.52
ORD-000036,Headphones,7,142.66,West,Frank Wilson,2025-05-06,CUST-7371,998.62
ORD-000037,Printer,8,325.56,East,Grace Taylor,2025-03-19,CUST-2459,2604.48
ORD-000038,Phone,9,210.28,Central,Bob Smith,2025-03-13,CUST-8326,1892.52
ORD-000039,Mouse,2,22.44,South,Frank Wilson,2024-11-03,CUST-6516,44.88
ORD-000040,Monitor,2,86.51,Central,Charlie Brown,2024-09-15,CUST-8219,173.02
ORD-000041,Printer,5,360.83,North,Eva Martinez,2024-06-27,CUST-6511,1804.1499999999999
ORD-000042,Mouse,5,332.87,East,Frank Wilson,2025-04-09,CUST-8053,1664.35
ORD-000043,Speakers,6,23.28,South,Frank Wilson,2025-03-20,CUST-4384,139.68
ORD-000044,Printer,3,118.77,West,Grace Taylor,2024-07-05,CUST-2259,356.31
ORD-000045,Speakers,8,123.23,South,Eva Martinez,2025-05-30,CUST-9083,985.84
